Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index,Attendance Rate
4,80,No,5,0,64.0,87
5,51,No,7,1,32.0,74
1,69,Yes,7,1,48.0,58
7,90,Yes,7,2,83.0,90
7,72,No,9,6,62.0,76
9,57,No,9,6,55.0,71
4,53,No,6,6,36.0,83
6,61,Yes,7,0,52.0,71
2,60,Yes,9,1,35.0,62
4,40,No,9,7,21.0,65
2,88,No,8,8,67.0,89
5,82,Yes,9,9,71.0,83
7,91,Yes,7,6,87.0,100
1,99,No,5,0,70.0,89
7,54,Yes,7,3,43.0,53
6,75,No,8,9,69.0,79
6,86,No,7,7,75.0,81
8,93,Yes,4,4,85.0,94
8,61,No,8,0,56.0,54
6,71,No,6,6,55.0,100
3,97,No,7,5,78.0,92
5,85,No,9,8,71.0,86
2,93,No,5,3,68.0,94
5,72,No,7,3,60.0,100
9,97,No,5,7,95.0,100
1,80,Yes,4,3,51.0,85
5,98,Yes,6,2,84.0,91
6,78,No,9,6,68.0,82
7,62,Yes,8,4,54.0,73
9,82,No,8,8,79.0,80
6,94,No,6,4,83.0,83
5,41,Yes,4,8,28.0,55
7,41,No,4,5,31.0,67
1,77,No,7,5,50.0,61
5,94,Yes,4,5,79.0,89
2,90,Yes,7,6,64.0,81
4,68,Yes,5,3,53.0,78
7,91,Yes,6,3,81.0,84
5,85,Yes,5,8,70.0,100
6,99,Yes,5,6,85.0,100
2,42,No,5,9,20.0,52
3,78,Yes,5,5,60.0,82
7,46,Yes,8,0,36.0,65
2,75,No,4,6,49.0,66
6,68,No,6,5,56.0,66
5,94,Yes,6,3,79.0,92
1,76,No,9,7,53.0,71
4,88,No,5,6,70.0,93
2,97,No,6,7,74.0,95
4,75,No,7,8,60.0,92
1,62,No,6,0,32.0,61
2,84,No,5,2,59.0,84
8,55,No,6,1,48.0,81
6,87,Yes,4,2,74.0,81
2,70,No,5,1,46.0,67
6,73,Yes,8,5,63.0,96
9,89,No,4,8,87.0,93
7,40,No,6,1,29.0,73
9,57,Yes,8,3,51.0,69
5,97,No,9,4,81.0,77
7,79,No,4,4,70.0,79
7,82,Yes,9,0,75.0,85
3,95,No,7,5,75.0,76
7,95,No,4,4,85.0,90
1,54,Yes,8,5,28.0,52
9,87,Yes,9,3,84.0,79
6,88,No,7,5,76.0,93
5,56,Yes,9,8,43.0,79
7,83,No,6,0,73.0,82
5,49,No,5,5,33.0,60
5,59,Yes,9,0,45.0,64
7,45,Yes,6,6,38.0,68
7,47,Yes,5,3,39.0,77
3,84,Yes,5,5,67.0,91
3,73,No,8,6,53.0,73
3,71,Yes,7,4,50.0,65
6,90,Yes,7,8,80.0,91
6,93,No,4,7,80.0,81
3,81,No,6,2,60.0,75
3,43,No,8,0,23.0,77
8,83,No,9,9,80.0,96
8,89,No,6,7,83.0,91
7,78,No,9,3,72.0,73
4,59,No,9,6,46.0,76
4,63,No,9,3,45.0,84
3,63,No,4,6,42.0,69
5,94,Yes,4,0,78.0,100
3,65,Yes,8,0,43.0,85
8,64,No,4,1,55.0,93
7,75,Yes,8,4,67.0,86
3,46,No,4,9,28.0,72
9,49,No,7,5,48.0,88
5,97,No,8,1,81.0,93
9,86,No,7,0,84.0,85
7,51,Yes,7,8,41.0,68
7,40,Yes,8,6,31.0,70
6,91,No,6,7,83.0,78
2,89,Yes,5,5,70.0,83
9,64,Yes,4,8,57.0,89
6,55,No,9,7,45.0,54
8,44,No,4,3,37.0,85
1,58,Yes,9,4,33.0,79
5,43,Yes,6,1,28.0,63
1,45,No,5,0,16.0,67
8,65,No,6,5,60.0,80
8,88,Yes,5,2,81.0,100
1,78,No,8,3,54.0,86
9,95,No,8,0,94.0,81
2,94,No,9,5,74.0,91
9,78,Yes,7,7,76.0,85
1,48,Yes,7,9,19.0,64
9,84,No,9,3,83.0,83
4,91,Yes,8,9,73.0,100
9,53,No,9,7,52.0,86
7,87,Yes,7,9,81.0,82
6,94,Yes,9,2,84.0,78
5,48,Yes,8,6,35.0,66
9,54,No,6,2,53.0,81
2,76,No,4,5,55.0,80
2,89,No,8,3,66.0,94
9,92,Yes,9,5,87.0,98
3,59,No,8,6,43.0,82
8,47,No,8,7,39.0,74
9,71,No,7,5,68.0,71
8,86,No,9,3,81.0,87
4,60,Yes,7,8,45.0,84
1,96,No,9,6,75.0,86
4,80,No,7,8,64.0,86
9,58,Yes,7,2,54.0,75
2,68,No,6,4,45.0,64
3,97,Yes,8,0,75.0,85
8,70,Yes,6,7,64.0,84
6,93,Yes,7,0,81.0,82
8,45,No,6,0,39.0,69
7,43,Yes,8,6,38.0,62
5,82,Yes,8,7,72.0,95
9,68,Yes,7,2,67.0,80
4,81,No,8,1,66.0,96
6,42,Yes,6,6,32.0,83
2,40,Yes,5,9,17.0,62
2,83,Yes,8,4,59.0,70
2,94,No,6,0,70.0,65
7,54,Yes,6,1,41.0,59
2,86,Yes,6,2,62.0,68
2,60,No,8,5,38.0,84
9,85,No,5,0,81.0,90
7,97,No,7,7,88.0,95
3,70,Yes,7,1,46.0,54
3,46,Yes,8,4,25.0,55
7,56,Yes,8,7,48.0,83
5,95,Yes,4,4,81.0,91
6,58,No,9,7,49.0,74
8,78,Yes,5,5,72.0,90
9,99,No,6,6,96.0,100
1,42,Yes,9,7,17.0,60
3,69,Yes,6,2,48.0,76
7,74,Yes,9,4,69.0,85
6,97,No,7,9,85.0,100
7,96,No,9,6,85.0,71
8,68,No,8,8,64.0,88
6,89,No,5,5,79.0,87
3,91,Yes,7,9,74.0,91
2,93,Yes,9,0,69.0,78
7,53,Yes,5,7,44.0,73
1,74,Yes,8,5,50.0,82
3,67,Yes,6,0,48.0,100
4,97,No,4,3,77.0,94
1,69,No,5,5,46.0,67
5,65,Yes,6,9,51.0,72
3,46,Yes,5,0,23.0,61
2,78,Yes,5,9,56.0,62
3,70,Yes,5,4,47.0,72
8,44,No,8,2,42.0,79
6,74,Yes,7,6,64.0,70
7,89,Yes,5,7,80.0,98
6,86,Yes,8,2,73.0,90
6,91,Yes,4,9,80.0,81
3,53,No,7,2,34.0,68
8,75,Yes,8,2,69.0,98
7,66,No,4,5,54.0,84
7,63,No,7,5,56.0,78
6,79,Yes,8,2,66.0,80
5,68,Yes,4,5,53.0,78
8,92,Yes,8,8,89.0,87
5,84,Yes,4,7,70.0,65
9,61,Yes,5,6,59.0,98
9,47,No,5,6,41.0,74
1,54,No,7,7,28.0,71
6,88,No,4,6,75.0,86
7,44,No,5,2,34.0,63
3,91,No,7,7,68.0,81
7,43,Yes,6,7,32.0,54
7,50,Yes,5,0,44.0,94
2,57,No,5,9,35.0,59
7,81,Yes,9,4,74.0,76
1,88,Yes,8,4,64.0,78
5,69,No,6,0,57.0,90
9,54,No,4,5,46.0,74
7,45,No,7,5,36.0,59
7,94,Yes,6,3,85.0,100
2,92,No,4,5,71.0,91
8,55,No,5,5,49.0,80
3,86,Yes,9,0,71.0,91
8,79,Yes,7,4,76.0,100
3,48,No,7,1,26.0,86
7,82,Yes,6,6,74.0,79
2,98,No,8,8,78.0,100
4,73,Yes,4,8,59.0,83
6,66,No,9,8,55.0,82
9,52,Yes,9,6,51.0,61
5,75,Yes,6,6,57.0,77
9,66,Yes,8,0,63.0,74
5,48,No,8,5,37.0,78
8,44,No,8,4,41.0,82
1,90,No,7,7,67.0,64
7,61,Yes,4,7,56.0,78
4,70,Yes,4,3,51.0,87
5,42,Yes,6,0,26.0,64
6,69,No,5,5,56.0,85
5,60,Yes,6,9,48.0,78
1,74,No,4,0,52.0,80
9,45,No,7,4,42.0,70
2,67,No,6,4,41.0,61
9,71,No,5,2,64.0,71
2,81,No,9,4,57.0,85
9,76,Yes,6,5,72.0,85
6,64,Yes,8,4,52.0,75
9,71,Yes,5,0,67.0,79
6,74,Yes,8,6,61.0,78
6,61,Yes,7,2,51.0,86
2,63,Yes,4,6,42.0,70
8,78,No,6,4,71.0,72
3,93,Yes,6,2,74.0,92
7,69,No,8,5,62.0,79
5,89,No,8,0,76.0,87
3,71,No,4,5,50.0,91
1,70,No,6,3,42.0,72
8,62,No,4,3,55.0,81
3,79,Yes,8,4,60.0,69
2,72,Yes,9,8,52.0,75
1,64,Yes,8,0,36.0,76
4,75,No,5,2,53.0,63
8,63,Yes,8,3,54.0,79
3,70,Yes,8,1,47.0,76
1,97,No,9,8,70.0,84
4,78,No,4,6,62.0,90
9,85,Yes,5,0,82.0,92
1,52,No,5,8,26.0,80
2,49,No,6,5,25.0,57
9,62,No,9,1,55.0,79
2,57,Yes,7,0,34.0,70
3,71,No,6,5,51.0,67
7,72,No,6,6,63.0,90
3,75,No,6,9,54.0,99
9,67,No,5,5,62.0,81
6,55,No,4,6,43.0,78
3,55,Yes,8,5,34.0,70
9,57,Yes,5,7,56.0,72
1,47,No,8,1,24.0,49
3,81,No,8,8,65.0,76
1,55,Yes,7,8,31.0,55
2,94,Yes,6,8,72.0,100
8,95,No,7,6,90.0,91
7,50,No,6,8,43.0,70
2,45,Yes,5,0,23.0,73
2,40,No,8,2,18.0,53
9,51,No,7,1,44.0,66
6,96,Yes,9,0,84.0,90
5,77,Yes,5,4,62.0,90
6,67,Yes,5,0,56.0,83
9,84,Yes,9,2,87.0,93
7,97,No,6,5,89.0,92
9,56,No,8,5,55.0,82
4,40,No,6,2,18.0,65
2,71,No,6,3,46.0,65
8,47,Yes,5,6,42.0,73
4,93,Yes,6,5,72.0,75
9,79,No,4,1,75.0,87
4,95,No,9,8,79.0,83
8,82,No,9,5,78.0,100
9,85,Yes,8,1,81.0,88
9,63,Yes,9,6,63.0,68
4,49,Yes,6,9,35.0,69
1,86,No,6,9,63.0,86
3,78,No,7,3,59.0,95
9,78,No,8,0,76.0,81
4,49,Yes,8,9,33.0,55
5,75,No,9,8,62.0,88
7,64,Yes,6,9,58.0,67
5,99,No,4,7,82.0,85
4,89,No,7,4,73.0,83
2,98,Yes,4,2,75.0,85
2,96,Yes,6,3,71.0,91
4,49,No,8,2,30.0,62
9,58,Yes,8,9,58.0,77
8,85,Yes,4,7,80.0,88
3,84,Yes,5,4,65.0,83
9,54,Yes,6,7,51.0,77
5,55,Yes,8,0,44.0,77
3,41,No,9,8,23.0,73
5,68,No,5,9,56.0,82
4,43,No,8,2,25.0,70
8,92,No,9,0,89.0,77
5,89,Yes,8,2,75.0,86
8,68,No,5,1,60.0,84
9,70,Yes,4,6,64.0,88
4,56,No,6,9,40.0,66
7,49,No,5,3,37.0,65
2,66,Yes,5,6,42.0,67
6,92,No,8,2,78.0,92
8,80,No,9,5,72.0,94
7,54,No,5,6,44.0,70
7,99,No,6,6,89.0,100
8,83,No,4,4,77.0,88
7,70,No,9,5,62.0,80
5,60,No,4,2,46.0,72
7,99,Yes,4,3,94.0,100
3,98,No,6,5,80.0,91
5,97,No,8,2,83.0,100
7,80,No,9,6,74.0,78
9,85,No,9,2,85.0,95
2,84,No,6,8,61.0,76
4,99,No,9,3,85.0,82
7,65,Yes,5,1,58.0,79
1,77,No,7,5,52.0,78
2,90,No,7,8,69.0,100
9,75,Yes,7,9,78.0,86
7,91,Yes,4,9,82.0,79
7,56,No,9,1,47.0,77
6,90,No,6,3,79.0,69
3,42,No,9,4,21.0,63
3,53,Yes,6,8,33.0,69
2,88,Yes,9,6,65.0,89
6,52,No,4,4,35.0,79
4,80,No,5,5,63.0,77
5,66,Yes,7,8,50.0,75
3,40,Yes,7,3,18.0,56
6,96,Yes,9,1,88.0,81
3,56,Yes,4,4,35.0,73
8,87,No,7,6,82.0,77
9,89,Yes,9,3,87.0,87
4,73,Yes,8,0,59.0,70
9,53,No,9,7,56.0,83
7,93,Yes,6,4,86.0,100
3,94,No,7,9,70.0,72
7,98,Yes,7,1,90.0,75
1,56,No,8,2,28.0,66
3,42,Yes,5,9,21.0,64
6,73,No,9,9,64.0,84
4,79,No,5,4,61.0,76
7,64,Yes,9,3,54.0,76
3,41,No,8,8,20.0,67
1,73,No,5,8,49.0,85
9,65,Yes,4,7,65.0,64
6,70,No,8,1,61.0,77
8,48,No,9,4,40.0,74
3,69,Yes,6,7,49.0,67
8,59,Yes,6,7,52.0,92
2,60,No,6,6,38.0,65
4,68,No,9,3,51.0,76
3,98,No,7,2,76.0,92
1,64,No,8,7,42.0,67
7,77,No,8,7,68.0,66
2,97,Yes,5,9,77.0,83
4,83,No,8,4,65.0,91
9,64,Yes,8,2,63.0,78
6,48,Yes,5,4,35.0,62
8,78,Yes,8,3,71.0,93
2,83,Yes,8,7,64.0,79
7,65,No,4,1,53.0,72
6,96,No,9,7,87.0,92
9,76,No,5,9,71.0,91
7,55,Yes,4,5,43.0,95
1,76,Yes,7,3,54.0,85
8,51,No,5,2,44.0,84
3,63,Yes,9,9,45.0,69
2,65,No,8,4,42.0,63
3,59,Yes,8,5,38.0,72
6,48,Yes,4,0,36.0,71
3,62,Yes,4,0,43.0,63
5,78,Yes,7,9,67.0,81
6,68,Yes,7,2,58.0,83
8,70,Yes,9,1,64.0,85
7,58,Yes,8,0,51.0,81
8,59,No,6,7,57.0,81
3,62,No,7,0,40.0,67
4,82,Yes,8,9,68.0,79
6,66,Yes,7,7,58.0,68
7,69,No,5,4,63.0,97
9,60,Yes,4,3,56.0,78
1,83,No,8,7,60.0,78
8,74,No,7,7,68.0,75
8,88,No,4,7,82.0,100
6,46,No,6,2,33.0,59
4,61,No,7,7,47.0,71
3,49,Yes,8,0,32.0,72
3,62,Yes,5,3,39.0,77
6,54,No,4,4,41.0,81
8,69,Yes,4,5,61.0,97
7,73,No,5,4,63.0,86
1,52,Yes,8,4,27.0,57
6,99,Yes,9,4,88.0,89
7,43,Yes,6,8,35.0,73
7,57,Yes,9,9,48.0,94
9,95,Yes,5,9,95.0,81
5,62,Yes,6,2,48.0,86
1,72,Yes,8,1,45.0,75
2,73,Yes,7,9,49.0,83
4,73,No,7,1,57.0,78
5,75,No,9,7,61.0,73
9,74,Yes,8,4,75.0,93
1,56,Yes,6,4,26.0,72
3,67,Yes,9,5,47.0,84
5,53,No,5,8,37.0,70
3,73,Yes,9,6,55.0,72
4,87,Yes,8,4,73.0,71
3,50,No,8,4,30.0,75
4,96,No,7,9,80.0,92
1,52,No,5,8,24.0,57
8,72,Yes,7,8,66.0,77
4,96,No,6,1,77.0,83
7,94,Yes,6,6,86.0,77
2,41,No,4,9,13.0,53
2,73,Yes,8,0,52.0,66
6,92,Yes,5,3,80.0,84
2,68,Yes,5,1,44.0,67
6,76,No,7,9,68.0,68
2,43,Yes,9,8,23.0,83
4,51,Yes,9,5,36.0,82
7,65,Yes,7,3,58.0,72
8,97,No,9,2,91.0,95
3,67,Yes,5,3,48.0,79
9,42,Yes,7,1,40.0,83
2,59,Yes,9,4,33.0,62
8,49,Yes,4,8,46.0,84
8,91,No,8,5,87.0,86
4,57,Yes,4,1,39.0,59
1,92,No,9,5,70.0,91
1,92,No,6,8,67.0,95
2,92,Yes,5,3,68.0,100
9,66,No,4,0,61.0,69
2,70,No,4,1,51.0,83
2,66,No,7,4,43.0,69
6,81,Yes,7,9,70.0,91
7,40,No,7,6,34.0,56
7,45,No,9,7,33.0,57
9,50,Yes,6,2,46.0,67
6,73,Yes,4,8,60.0,81
8,78,No,8,1,73.0,79
6,59,No,7,3,47.0,81
2,92,No,6,3,67.0,92
1,60,Yes,9,5,37.0,76
5,60,No,6,9,44.0,88
9,57,Yes,7,5,55.0,82
8,60,No,5,2,52.0,66
4,58,No,4,8,42.0,85
5,43,Yes,7,4,28.0,61
5,52,No,8,1,31.0,76
6,57,Yes,4,5,42.0,87
3,91,No,6,2,71.0,89
5,68,Yes,8,7,54.0,64
2,64,Yes,4,2,42.0,64
1,95,No,8,4,68.0,95
1,52,Yes,6,3,27.0,65
7,66,No,7,3,59.0,80
2,99,Yes,8,1,77.0,94
4,58,Yes,7,7,43.0,79
5,88,Yes,6,2,73.0,88
7,40,No,6,3,31.0,66
2,77,Yes,8,5,55.0,75
6,58,Yes,8,8,49.0,83
1,91,Yes,6,3,65.0,87
7,40,No,8,2,30.0,65
9,79,No,8,4,75.0,96
5,56,Yes,8,8,43.0,72
5,60,Yes,9,0,49.0,68
4,61,No,8,4,44.0,67
3,54,Yes,4,3,35.0,61
9,89,Yes,6,4,88.0,89
5,78,Yes,6,6,65.0,93
8,87,Yes,5,6,82.0,82
9,78,Yes,7,6,76.0,88
5,71,Yes,5,0,54.0,72
9,88,No,8,8,90.0,90
2,43,Yes,8,6,23.0,51
9,83,Yes,4,3,79.0,86
4,84,No,4,3,65.0,80
6,71,No,4,1,59.0,84
6,43,No,4,5,28.0,69
6,92,No,4,9,79.0,77
2,40,Yes,4,2,11.0,70
7,72,No,4,0,61.0,82
6,46,Yes,4,4,36.0,72
1,48,No,9,5,22.0,64
2,40,No,4,4,20.0,59
7,55,No,6,4,45.0,76
1,57,Yes,4,9,32.0,73
1,93,No,7,7,68.0,67
1,86,No,4,9,55.0,73
8,45,No,9,0,38.0,69
4,41,Yes,8,7,23.0,67
4,48,Yes,9,6,33.0,80
2,43,No,9,0,22.0,57
1,84,Yes,8,8,60.0,75
9,62,No,4,3,58.0,74
7,93,Yes,4,6,84.0,82
4,82,No,8,2,67.0,80
6,84,Yes,7,7,79.0,95
2,82,No,5,3,61.0,71
7,90,Yes,6,1,80.0,92
2,47,Yes,8,1,27.0,51
8,78,No,4,7,72.0,80
8,64,No,6,7,61.0,77
1,55,Yes,4,0,25.0,81
8,74,No,5,5,67.0,80
2,56,No,5,8,33.0,49
6,57,No,8,8,46.0,56
1,99,No,6,1,73.0,86
5,66,Yes,9,7,54.0,83
7,54,No,6,7,44.0,77
1,99,Yes,9,3,74.0,87
2,56,Yes,5,3,31.0,79
7,82,No,4,4,73.0,80
6,44,No,9,9,34.0,78
3,55,Yes,9,6,36.0,55
2,54,No,8,0,27.0,58
4,81,No,7,8,66.0,66
3,85,Yes,5,2,66.0,80
7,73,Yes,9,3,64.0,81
8,87,Yes,5,6,82.0,90
2,58,No,8,4,34.0,70
7,47,No,4,4,38.0,63
8,86,Yes,6,0,79.0,86
6,49,Yes,5,1,35.0,56
6,44,No,8,4,33.0,81
1,91,No,8,1,65.0,79
4,87,No,8,0,69.0,79
1,92,Yes,6,9,66.0,97
4,65,No,5,2,45.0,63
2,61,No,9,0,37.0,60
5,83,Yes,8,9,71.0,74
9,62,No,6,7,59.0,79
3,52,Yes,4,7,32.0,73
8,48,No,7,7,40.0,79
3,88,Yes,5,6,73.0,100
6,59,Yes,6,6,48.0,55
4,67,Yes,7,1,52.0,82
8,83,No,7,8,79.0,83
6,96,No,6,6,85.0,85
8,76,No,9,4,72.0,79
1,63,No,9,3,39.0,63
6,83,Yes,6,7,72.0,100
1,72,No,6,4,51.0,84
1,59,No,8,5,36.0,70
8,99,Yes,4,3,89.0,100
7,87,Yes,9,1,82.0,75
3,69,Yes,8,6,51.0,64
6,83,Yes,7,1,75.0,66
9,48,No,7,6,44.0,67
7,84,Yes,7,6,72.0,86
3,88,No,6,0,66.0,83
6,56,No,5,9,41.0,74
4,75,Yes,8,9,59.0,67
3,53,Yes,5,2,31.0,75
9,58,Yes,4,2,54.0,80
2,46,Yes,4,5,23.0,72
1,98,Yes,8,2,75.0,69
2,42,No,7,8,21.0,67
7,72,Yes,9,4,69.0,73
1,83,No,4,5,56.0,75
6,71,Yes,5,5,60.0,85
7,86,No,5,7,79.0,88
9,50,No,9,9,47.0,67
8,81,No,6,2,72.0,85
6,41,Yes,7,8,31.0,54
3,65,Yes,6,6,45.0,84
8,43,Yes,8,5,40.0,70
7,56,No,4,0,46.0,84
3,56,No,9,3,38.0,66
9,67,Yes,9,4,64.0,77
2,69,Yes,9,1,46.0,67
3,79,No,6,0,58.0,87
2,62,No,6,1,37.0,64
1,85,Yes,8,7,62.0,87
4,63,Yes,5,9,49.0,72
5,68,Yes,5,5,53.0,59
6,43,No,8,9,30.0,63
5,77,No,9,1,59.0,69
1,68,Yes,5,8,40.0,72
3,58,Yes,8,7,37.0,60
1,66,Yes,5,3,41.0,81
5,68,Yes,8,9,56.0,77
5,95,Yes,5,6,81.0,87
6,75,No,9,2,66.0,88
8,74,Yes,6,5,71.0,93
1,91,No,6,2,64.0,81
4,45,No,9,9,31.0,61
1,98,No,5,2,72.0,69
9,62,No,9,8,57.0,72
7,78,No,8,5,67.0,77
7,85,No,6,7,76.0,87
5,83,No,4,3,68.0,80
7,87,No,5,3,78.0,94
2,91,Yes,4,7,68.0,78
4,47,Yes,4,6,25.0,65
7,94,Yes,7,4,86.0,100
3,41,Yes,4,1,15.0,65
2,52,Yes,4,5,28.0,66
2,79,No,9,0,58.0,74
1,96,No,7,6,72.0,79
5,60,No,7,8,45.0,66
6,70,No,7,4,59.0,75
6,91,No,8,4,78.0,94
9,87,Yes,7,6,84.0,88
4,75,Yes,9,4,56.0,66
1,87,No,8,9,62.0,97
6,91,Yes,5,3,78.0,90
5,77,Yes,8,0,62.0,68
6,66,Yes,5,5,54.0,73
3,75,Yes,7,8,57.0,80
2,87,Yes,7,3,61.0,96
6,62,No,5,9,49.0,65
1,94,Yes,6,3,71.0,93
7,60,Yes,9,4,55.0,91
7,52,No,8,5,44.0,68
7,76,No,9,2,68.0,81
1,86,No,9,8,60.0,70
4,65,No,4,0,45.0,72
7,79,No,7,5,72.0,84
9,46,No,8,5,41.0,78
5,85,No,9,7,73.0,95
2,78,No,8,4,57.0,72
7,61,Yes,9,8,55.0,60
1,78,No,7,8,53.0,77
7,62,No,9,1,53.0,80
6,97,Yes,5,4,87.0,93
7,69,No,7,6,61.0,77
3,57,No,8,1,38.0,72
3,81,No,6,6,60.0,94
7,57,No,9,8,49.0,79
2,85,Yes,5,7,64.0,78
1,49,Yes,7,9,23.0,60
9,78,No,4,8,72.0,83
9,69,Yes,7,3,71.0,99
7,65,Yes,8,7,59.0,78
7,46,Yes,8,8,38.0,71
3,46,Yes,4,9,24.0,61
2,44,Yes,5,1,18.0,73
7,40,Yes,8,9,33.0,87
9,85,No,5,2,81.0,93
1,57,No,5,0,30.0,69
4,52,Yes,7,0,32.0,69
6,64,Yes,5,9,50.0,54
7,79,Yes,9,5,73.0,92
7,47,No,8,0,38.0,72
2,49,No,8,4,28.0,71
4,71,No,6,5,57.0,72
5,56,No,5,8,41.0,69
1,77,No,6,5,52.0,73
1,54,No,7,3,26.0,75
3,54,Yes,6,0,28.0,63
3,96,No,5,5,74.0,100
8,87,No,8,6,81.0,92
9,79,No,7,4,81.0,77
1,90,Yes,5,5,61.0,79
2,59,No,7,9,38.0,65
2,54,Yes,4,7,29.0,47
4,74,Yes,5,0,57.0,93
2,45,No,4,7,21.0,71
7,69,No,6,1,57.0,84
9,96,No,5,1,94.0,95
7,47,Yes,4,7,39.0,59
6,70,No,9,1,59.0,75
1,87,Yes,8,7,64.0,89
9,86,Yes,6,4,83.0,80
5,71,No,5,8,53.0,54
5,84,No,5,8,70.0,82
6,97,No,8,7,92.0,92
9,91,Yes,8,8,92.0,94
8,54,No,4,6,47.0,81
8,57,Yes,4,7,51.0,82
8,52,No,4,5,45.0,76
1,63,Yes,7,8,34.0,80
1,79,No,6,1,50.0,62
8,53,No,5,2,45.0,78
5,67,Yes,6,1,54.0,83
9,50,Yes,8,5,52.0,65
2,45,No,9,2,20.0,50
9,95,Yes,6,0,93.0,87
8,64,Yes,6,3,53.0,71
9,40,Yes,4,4,35.0,77
4,64,Yes,8,3,48.0,69
1,41,No,6,5,18.0,55
1,71,Yes,5,2,43.0,67
5,52,No,4,9,36.0,80
2,72,No,6,5,51.0,76
8,71,No,8,9,65.0,80
5,95,Yes,9,0,81.0,87
5,63,No,5,5,45.0,86
2,66,No,9,7,46.0,67
7,43,No,8,9,32.0,81
8,63,No,8,7,60.0,82
1,62,No,8,0,33.0,68
2,68,Yes,9,6,45.0,97
4,73,No,7,9,54.0,68
5,60,Yes,5,9,46.0,71
2,69,No,8,3,49.0,64
1,65,No,7,5,38.0,80
9,59,Yes,4,5,53.0,93
1,55,Yes,7,4,30.0,83
4,42,No,4,9,24.0,76
2,88,No,9,8,69.0,82
4,76,No,7,9,57.0,75
8,97,No,9,7,94.0,79
8,79,No,8,5,77.0,100
9,83,Yes,7,3,79.0,92
5,64,No,7,3,50.0,71
7,62,No,8,8,52.0,89
3,83,Yes,4,3,64.0,73
4,98,Yes,8,6,86.0,94
9,40,No,5,5,33.0,67
1,72,Yes,7,1,47.0,80
2,54,Yes,5,4,31.0,68
5,56,Yes,8,2,42.0,59
3,73,No,9,8,54.0,78
2,56,No,8,9,33.0,79
1,91,No,6,0,61.0,80
3,97,Yes,5,9,78.0,94
1,80,No,6,3,55.0,68
1,83,No,5,3,59.0,79
1,43,Yes,9,8,20.0,58
8,52,No,6,0,43.0,80
3,43,Yes,6,1,19.0,64
1,46,Yes,5,0,17.0,69
7,85,Yes,8,0,73.0,95
3,98,Yes,4,0,72.0,91
8,48,No,8,2,39.0,74
4,62,No,4,3,44.0,64
4,72,No,5,9,52.0,77
5,72,Yes,7,1,58.0,74
6,59,No,8,0,45.0,71
7,43,No,6,4,36.0,67
4,40,Yes,8,5,22.0,56
8,93,Yes,5,1,86.0,73
6,81,No,7,2,68.0,77
1,73,Yes,7,9,47.0,76
1,66,No,8,2,40.0,60
9,60,Yes,8,1,58.0,79
6,63,Yes,9,3,53.0,94
8,54,No,8,4,46.0,84
7,74,Yes,5,7,66.0,97
6,64,Yes,4,5,49.0,79
4,94,Yes,9,8,77.0,97
7,48,No,4,2,36.0,64
9,56,No,6,9,55.0,72
7,60,No,5,8,49.0,50
1,99,Yes,9,3,76.0,97
9,52,Yes,7,7,45.0,88
4,42,Yes,9,9,28.0,62
3,43,Yes,6,6,25.0,63
4,43,No,7,6,27.0,60
4,82,No,9,8,67.0,86
2,67,Yes,7,9,44.0,84
1,46,No,8,1,18.0,47
1,65,No,7,4,37.0,74
8,50,No,9,2,43.0,71
2,63,Yes,7,6,43.0,74
5,82,No,5,2,66.0,87
4,49,No,8,4,34.0,68
8,76,No,8,4,77.0,86
2,52,No,6,1,31.0,66
9,83,No,8,0,80.0,97
7,81,Yes,4,5,71.0,88
7,78,No,5,0,69.0,86
1,58,No,6,8,34.0,58
2,90,Yes,4,9,69.0,80
4,58,No,7,4,44.0,82
4,51,Yes,4,0,30.0,68
3,91,Yes,6,7,73.0,91
7,61,Yes,8,0,52.0,93
8,86,Yes,5,3,81.0,98
2,76,No,6,6,52.0,78
4,95,No,4,3,77.0,82
3,69,Yes,4,4,44.0,50
2,85,No,6,6,62.0,79
6,51,Yes,9,3,44.0,70
4,68,No,9,4,51.0,80
6,60,No,6,6,48.0,74
2,50,Yes,9,0,30.0,65
4,99,No,6,2,82.0,73
6,76,Yes,8,0,61.0,72
5,87,No,6,2,72.0,89
3,97,No,7,1,78.0,100
8,57,No,5,4,53.0,76
7,83,Yes,5,9,78.0,90
3,98,Yes,7,4,79.0,96
6,66,Yes,4,9,56.0,71
4,76,No,4,8,58.0,82
5,87,Yes,4,7,72.0,78
5,51,Yes,4,2,37.0,78
7,62,Yes,8,0,56.0,80
5,73,No,7,4,59.0,82
3,77,No,5,2,54.0,70
5,62,No,7,4,47.0,81
7,92,No,5,8,84.0,100
5,64,Yes,4,0,50.0,67
5,43,No,8,0,27.0,63
9,69,Yes,6,8,67.0,85
3,69,No,6,2,48.0,82
6,52,Yes,9,9,42.0,68
1,81,Yes,4,4,55.0,52
5,88,No,4,8,73.0,98
8,53,Yes,7,4,46.0,81
5,95,Yes,8,2,81.0,73
9,86,Yes,8,8,82.0,83
6,47,Yes,7,6,35.0,84
8,94,No,8,6,92.0,100
8,63,No,8,7,59.0,88
3,57,Yes,6,4,35.0,68
7,74,No,8,1,65.0,83
7,64,Yes,4,8,53.0,76
